plain_text_def,plain_text_term,gpt-3.5-turbo terms,gpt-4 terms
"
We say that T ⊆ [0, n], where n ≥ k, is a k-semi-rich set if [k+1, n] ⊆ T + T. We say that T has prefix (A;k) where A = T ∩ [0, k].
",k-semi-rich;prefix,k-semi-rich set###prefix (A;k),k-semi-rich set###prefix (A;k)
"
Let k and n be positive integers with 2k < n. Let S be a subset of [0, n]. We say that S is k-affluent if [k+1, 2n-k-1] ⊆ S+S and [-2n+k+1, 2n-k-1] ⊆ S - S.
",k-affluent,"k-affluent###subset###S###[0, n]###S+S###S - S",k-affluent
"
A fringe pair of order k is a pair of subsets (A, B) of [0, k] (also denoted (A, B; k)). We impose the following partial order on fringe pairs: (A, B; k) > (A', B'; k') if k > k' and

    A' = A ∩ [0,k'],   
    	B' = A ∩ [0, k'],   
    	[k'+1, k] ⊆ A+A, B+B, A+B.

",fringe pair,fringe pair###order k###subsets###partial order###A###B###k###A'###B'###k'###A+A###B+B###A+B,fringe pair of order k###partial order on fringe pairs
"*
Let G be a directed graph (no loops, but multiple edges are allowed) on the vertex set [n]. A coloring of G
is an assignment of colors in  to the vertices. A coloring is proper
if vertices connected by an edge are assigned different colors.
An ascent[In the case of multiple edges (i,j), the contribution to  is the multiplicity.] 
of a coloring  is a directed edge (i,j) of G 
such that (i) < (j). 
The number of ascents of a coloring is denoted ().

The chromatic quasisymmetric function of G is defined in <cit.>[
The definition in <cit.> is slightly less general, and uses the acyclic orientation of 
the edges determined by the labeling of the graph.
The more general definition was introduced in <cit.>.
] as

    _G(;q) = ∑_: G →
     proper_(1)…_(n) q^()
    .

",coloring;proper;ascent;chromatic quasisymmetric function,coloring###proper###ascent###chromatic quasisymmetric function###G###q,directed graph ### coloring of G ### proper coloring ### ascent of a coloring ### number of ascents of a coloring ### chromatic quasisymmetric function of G
"*
Let G be an oriented graph (no loops or multiple edges) on the vertex set [n] and let k ∈.
An orientation θ of G is said to be k-balanced if for every undirected cycle in G,
walking along the cycle one traverses at least k edges forward, and at least k edges backwards.
Thus an orientation is acyclic if and only if it is 1-balanced.

A proper coloring  of G induces an acyclic orientation θ() of G 
by orienting edges towards the vertex with larger color.

The k-balanced chromatic quasisymmetric function (<cit.> defined this only for q=1) is defined as

    ^k_G(;q) = ∑_: G →
     proper
    θ()  is k-balanced_(1)…_(n) q^().

",k-balanced;k-balanced chromatic quasisymmetric function,"k-balanced, oriented graph, vertex set, undirected cycle, acyclic, proper coloring, acyclic orientation, chromatic quasisymmetric function",k-balanced###proper coloring###k-balanced chromatic quasisymmetric function###acyclic orientation
"
Let G be a directed graph (no loops, but multiple edges are allowed) on the vertex set [n].
The unicellular graph LLT polynomial is defined as

    _G(;q) = ∑_: G →_(1)…_(n) q^().

Note that we now sum over all colorings.
",unicellular graph LLT polynomial,unicellular graph LLT polynomial###directed graph###loops###multiple edges###vertex set###colorings,directed graph###unicellular graph LLT polynomial###colorings
"
Let G be a directed graph on the vertex set [n] and let S be a subset of 
the edges of G.
The vertical strip graph LLT polynomial is defined as

    _G,S(;q)
    =
    ∑_: G →
    
    (i,j) ∈ S ⇒(i) < (j)_(1)…_(n) q^()-|S|,

where we sum over all colorings such that (i) < (j) whenever (i, j) is a (directed) edge in S.
",vertical strip graph LLT polynomial,LLT polynomial###directed graph###vertex set###subset###edges###vertical strip graph###colorings###directed edge,vertical strip graph LLT polynomial
"*
Let M be a matroid with ground set E and bases (M). A map f:E →
is said to be M-generic if the sum f(B) ∑_e ∈ B f(e)
is minimized by a unique B ∈(M).
An M-generic function f must also be injective.

The matroid quasisymmetric function is then defined as

    F(M,) ∑_fM-generic∏_e∈ E_f(e).

",generic;matroid quasisymmetric function,matroid###ground set###bases###M-generic###function###injective###matroid quasisymmetric function###,M-generic###matroid quasisymmetric function
"
A code C ⊆ V is locating-dominating in G if for all distinct u, v ∈ V ∖ C we have I(C;u) ≠∅ and

    I(C;u) ≠ I(C;v) .


A locating-dominating code C in a finite graph G with the smallest cardinality is called optimal and the number of codewords in an optimal locating-dominating code is denoted by (G). The value (G) is also called the location-domination number .
",locating-dominating;optimal;location-domination number,locating-dominating code###optimal locating-dominating code###codewords###location-domination number,locating-dominating code ### optimal ### location-domination number
"
A code C ⊆ V is self-locating-dominating in G if, for all u ∈ V ∖ C, we have I(C;u)≠∅ and

    ⋂_c ∈ I(C;u) N[c] = {u}.

A self-locating-dominating code C in a finite graph G with the smallest cardinality is called optimal and the number of codewords in an optimal self-locating-dominating code is denoted by (G). The value (G) is also called the self-location-domination number .
",self-locating-dominating;optimal;self-location-domination number,self-locating-dominating code###optimal self-locating-dominating code###self-location-domination number,self-locating-dominating code###optimal###self-location-domination number
"
A code C ⊆ V is solid-locating-dominating in G if I(C;u) ≠∅ for every u∈ V ∖ C and, for all distinct u, v ∈ V ∖ C, we have


    I(C;u) ∖ I(C;v) ≠∅.

Note that this condition is equivalent with I(C;u)⊈I(C;v). A solid-locating-dominating code C in a finite graph G with the smallest cardinality is called optimal and the number of codewords in an optimal solid-locating-dominating code is denoted by (G). The value (G) is also called the solid-location-domination number .
",solid-locating-dominating;optimal;solid-location-domination number,"solid-locating-dominating, G, I(C;u), V, optimal, codewords, solid-location-domination number###",solid-locating-dominating code###optimal###solid-location-domination number
"
[pseudoclique]
A pseudoclique is a subset S⊆ X such that an element of S_n/Stab(X) permutes any pair of elements in S while stabilizing every other element of X.  
",pseudoclique,pseudoclique###subset###element###permutes###pair###stabilizing,pseudoclique
"
[distinguishing partition]
Let H be a subgroup of S_n.  A set partition [n] = A_1∪⋯∪ A_k is said to distinguish H if the only element of H that preserves each of the subsets in the set partition is the identity.  The set partition itself is called a distinguishing set partition , while a distinguishing partition refers to a partition of n for which there exists a distinguishing set partition.
",distinguishing set partition;distinguishing partition,distinguishing partition###distinguishing set partition,distinguishing set partition###distinguishing partition
"
[consumes] A subgroup H<S_n consumes a partition λ⊢ n if there is a set partition of [n] with weight λ that distinguishes H.
",consumes,consumes###subgroup###partition###weight###distinguishes,consumes
"  
Fix λ≥ 0, an n-vertex directed graph 
G⃗ = (V, E⃗), and an edge-colored graph (G, c) with vertex set V and edge set E.    
We say that 
  

  * G⃗ is λ-extremal if there exists a partition V = V_0 ∪ V_1 ∪ V_2
where 
for all i ∈ℤ_3, 

    e_G⃗(V_i, V_i+1) ≥(19 - λ) n^2,
  
where e_G⃗(V_i, V_i+1) denotes 
the number of edges (v_i, v_i+1) ∈E⃗∩ (V_i × V_i+1); 

  * (G, c) is λ-extremal 
if there exists 
a partition V = V_0 ∪ V_1 ∪ V_2 
on which some directed graph G⃗ = (V, E⃗) associated with (G, c)
is λ-extremal.  
  
In these contexts, 
V = V_0 ∪ V_1 ∪ V_2 
is said to be λ-extremal for G⃗ or (G, c).",λ-extremal,"λ-extremal###partition###V###V_0###V_1###V_2###n-vertex directed graph###edge-colored graph###edge set###e_G⃗(V_i, V_i+1)###number of edges###(G, c)###directed graph###associated with###contexts###said to be###for G⃗ or (G, c)","λ-extremal###λ-extremal for G⃗ or (G, c)"
"
A 4-cycle (u_j, u_j-1, v_j, v_j-1) is
j-special 
for some j ∈ℤ_3 
if 
u_j, v_j ∈ U_j^, u_j-1, v_j-1∈ U_j-1, 
{u_j, u_j-1}, {v_j, v_j-1}∈ E are typical, and 
{u_j, v_j-1}, {v_j, u_j-1}∈ E are special.",j-special,j-special###U_j^###U_j-1###E###typical###special,j-special
"
A cycle C in D is an elementary cycle whenever there is a backward arc f=(u,v)∈ A(C) such that C-f is a vu-path contained in T.
",elementary cycle,elementary cycle###backward arc###vu-path###T,elementary cycle
" 

Given  a connected subdigraph H of T define the undirected graph G_H with vertex set V(G_H)=V(H) and uv∈ E(G_H) whenever there is a backward arc between u and v in D. We will call G_H the underlying backward graph of H relative to T.
",underlying backward graph,backward graph###connected subdigraph###undirected graph###vertex set###edge set###underlying backward graph###relative to T,underlying backward graph
"
The set 
 V_i={u∈V | l(P_u)=i}  
will be called the i-th generation or the i-th level of T, for each i∈ [t+1]_0, where t is the length of a longest path in T; and we will say that T has length t.
",i-th generation;i-th level;length,generation###level###longest path###length,i-th generation ### i-th level ### length of T
"

Let D be a strongly connected digraph D and T a DFS tree of D rooted at r such that T has length t≥ 1 and let V_0, …, V_t be its generations. Let G^D be the graph with vertex set 
 V(G^D)={V_0,…,V_t}  
and such that V_iV_j ∈ E(G^D) where i>j if and only if there is a backward arc (u,v)∈ A(D) with u∈ V_i and v∈ V_j. G^D will be called the backward spine of D relative to T.
",backward spine,backward spine###DFS tree###strongly connected digraph###generations###backward arc###vertex set###edge set,backward spine
"

Let D, T and U_0, …, U_k-1 be as in Lemma <ref>. 
Define the condensation graph of D relative to T as the graph, G, with vertex set 
 V(G)={U_0,…, U_k-1}  
and U_iU_j∈ E(G) whenever i>j and there is a backward arc (u,v)∈ A(D) such that u∈ U_i and v∈ U_j.
",condensation graph,condensation graph###vertex set###backward arc###arc###graph###lemma,condensation graph
Let ℱ be a separating family on [k] and let C be an element of [Q_m]^k. We say that C is a cube representation of ℱ if C is the set of column vectors of some matrix representation M of ℱ.,Cube representation,separating family###cube representation###matrix representation,cube representation
"
  Let ℱ be a family of subsets of [k], |ℱ| = m, and let M∈ℳ_m,k. Then M is said to be a matrix representation of ℱ if there is some enumeration ℱ={A_1,…, A_m} such that for all i,j we have M_ij=1 if and only if j∈ A_i.
",matrix representation,matrix representation###enumeration###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of subsets###matrix###subsets###enumeration###matrix representation###family of,matrix representation
"
  Separating families ℱ and 𝒢 are said to be equivalent , written ℱ≡𝒢, if 𝒢 can be obtained from ℱ by means of the following operations:
  
  
  * replace an element of ℱ with its complement;
  
  * permute the elements of [k].
  
",equivalent,equivalent###complement###permute,equivalent
"[Cube representation]
  Let ℱ be a separating family on [k] and let C be an element of [Q_m]^k. We say that C is a cube representation of ℱ if C is the set of column vectors of some matrix representation M of ℱ.
",cube representation,cube representation###separating family###column vectors###matrix representation,cube representation###separating family###matrix representation
"
  A collection B_1, …, B_n of subsets of [k] is separable if and only if |B_i| ≥ 2 for all i ∈ [n] and there exists A ⊆ [k] such that both A ∩ B_i ∅ and A^c ∩ B_i ∅ for each i ∈ [n].
",separable,separable###subsets###A###[k]###A ∩ B_i###A^c###[n],separable
"
  A family ℱ⊆𝒫 [k] is n-separating if for every separable collection B_1, …, B_n ⊆ [k], there exists A ∈ℱ such that both A ∩ B_i ∅ and A^c ∩ B_i ∅ for each i ∈ [n].
",n-separating,n-separating###separable collection###A###A ∩ B_i###A^c ∩ B_i###i###[k]###ℱ,n-separating
"
A family ℱ⊆𝒫[k] is (i,j)-separating if for all P,Q ⊆ [k] with |P| ≤ i, |Q| ≤ j and P ∩ Q = ∅, there exists A ∈ℱ such that either P ⊆ A and A ∩ Q = ∅ or Q ⊆ A and A ∩ P = ∅.
","(i,j)-separating","(i,j)-separating###","(i,j)-separating"
"
  A family ℱ of subsets of [k] is a splitting family if for all B⊂[k] there exists A∈ℱ such that |A∩ B|=⌊|B|/2⌋ or ⌈|B|/2⌉
",splitting family,splitting family###subsets###[k]###A###B###⌊|B|/2⌋###⌈|B|/2⌉,splitting family
"
  A collection B_1,… B_n of subsets of [k] is splittable if there exists A⊆[k] which simultaneously splits all the B_i.
",splittable,splittable###subsets###splits,splittable
"
  
  A family ℱ of subsets of [k] is n-splitting if for every splittable collection B_1,…,B_n⊆[k] there exists A∈ℱ which simultaneously splits all the B_i.
",n-splitting,n-splitting###family###subsets###splittable collection###splits,n-splitting
"
For a finitely generated group Γ, the following are equivalent:


  *  Γ admits a faithful,   action by homeomorphisms on a planar surface;

  *  Γ has a  admitting a  embedding; 

  *  Γ has a Cayley multi-graph (see sec GA) admitting a  embedding every facial path of which is finite; 

  *  Γ admits a faithful, , co-compact  action by homeomorphisms on  the sphere, the plane ^2, the open annulus, or the Cantor sphere.


",co-compact,"faithful, action by homeomorphisms on a planar surface###embedding###Cayley multi-graph###embedding###faithful, co-compact action by homeomorphisms on the sphere###plane ^2###open annulus###Cantor sphere","faithful action by homeomorphisms on a planar surface###embedding###Cayley multi-graph###co-compact action by homeomorphisms on the sphere, the plane ^2, the open annulus, or the Cantor sphere"
"
	
	Let G = (V,E) be a graph.
	
	  
  * A labeling of G is a function λ E ⟶.
					The pair (G, λ) is called a labeled graph .
	  
  * A realization of G is a function
					ρ V ⟶^2. 
					Let λ be a labeling of G: we say that a realization ρ is 
					compatible with λ if for each e ∈ E the distance
					between its endpoints agrees with its label:
					
    λ(e)   =  ⟨ρ(u)-ρ(v), ρ(u)-ρ(v) ⟩,    e = {u,v},

					where ⟨ x, y ⟩ = x_1y_1 + x_2y_2.
		
	A labeled graph (G, λ) is realizable if and only if there 
	exists a realization ρ that is compatible with λ.
	
	We say that two realizations of a graph G are 
	equivalent if and only if there exists a direct
	isometry σ of ^2 between them,
	where σ is a map of the form
	
    ⟼
    	  A·
    	  +b,

	where A∈^2× 2 is an orthogonal matrix with determinant 1 and b∈^2.
",labeling;labeled graph;realization;compatible with;realizable;equivalent,labeled graph###realization###compatible###realizable###equivalent###direct isometry###orthogonal matrix###determinant,labeled graph###realization###realizable###equivalent
