term,def,file_name,extraction_rule,plain_text_def,plain_text_term,masked_plain_text_def,labeled_def
Almost packing,"\label{def:almostpack}
Let $\mathcal F=\{F_i\}_{i\in[k]}$ be a family of graphs. 
For a graph~$G$, a family of sets $\{R_i\}_{i\in[k]}$ with $R_i\subset V(F_i)$ and a family of maps
$\{h_i\}_{i\in[k]}$ with $h_i:V(F_i)\setminus R_i\rightarrow V(G)$ we say that
$\{h_i,R_i\}_{i\in[k]}$ is an \DEF{$\ell$-almost packing} of $\mathcal F$ into~$G$ if
\begin{enumerate}[label=\abc]
\item $\{h_i\}_{i\in[k]}$ is a packing of the family $\{F_i-R_i\}_{i\in[k]}$ into the graph $G$,
\item\label{def:almostpack:R} we have $|R_i|\le \ell$ for each $i\in [k]$, and
\item\label{def:almostpack:RN} for each $v\in V(G)$, \  
$\sum_{j\in[k]} |\big\{x\in h^{-1}_{j}(v)\colon\, \exists xy\in E(F_{j})
\text{ such that $y\in R_j$}\big\}| \le \ell$.
%$\sum_{j\in[k]}|h_j^{-1}(v)\cap \neighbor_{F_j}(R_j)|\le \ell$.
\end{enumerate}

We say that $\mathcal F$ \DEF{$\ell$-almost packs} into a graph $G$ if there exist $\{R_i\}_{i\in[k]}$ and $\{h_i\}_{i\in[k]}$ such that $\{h_i,R_i\}_{i\in[k]}$ is an $\ell$-almost packing of $\mathcal F$ into~$G$.",/home/shufan/que_tex/tree-packing.tex,definition[],"
Let ℱ={F_i}_i∈[k] be a family of graphs. 
For a graph G, a family of sets {R_i}_i∈[k] with R_i⊂ V(F_i) and a family of maps
{h_i}_i∈[k] with h_i:V(F_i)∖ R_i→ V(G) we say that
{h_i,R_i}_i∈[k] is an ℓ-almost packing of ℱ into G if


  * {h_i}_i∈[k] is a packing of the family {F_i-R_i}_i∈[k] into the graph G,

  *  we have |R_i|≤ℓ for each i∈ [k], and

  *  for each v∈ V(G),   
∑_j∈[k] |{x∈ h^-1_j(v) ∃ xy∈ E(F_j)
 such that y∈ R_j}| ≤ℓ.



We say that ℱ ℓ-almost packs into a graph G if there exist {R_i}_i∈[k] and {h_i}_i∈[k] such that {h_i,R_i}_i∈[k] is an ℓ-almost packing of ℱ into G.",Almost packing,"
Let ℱ={F_i}_i∈[k] be a family of graphs. 
For a graph G, a family of sets {R_i}_i∈[k] with R_i⊂ V(F_i) and a family of maps
{h_i}_i∈[k] with h_i:V(F_i)∖ R_i→ V(G) we say that
{h_i,R_i}_i∈[k] is an ℓ-B_MATH_TERM I_MATH_TERM of ℱ into G if


  * {h_i}_i∈[k] is a packing of the family {F_i-R_i}_i∈[k] into the graph G,

  *  we have |R_i|≤ℓ for each i∈ [k], and

  *  for each v∈ V(G),   
∑_j∈[k] |{x∈ h^-1_j(v) ∃ xy∈ E(F_j)
 such that y∈ R_j}| ≤ℓ.



We say that ℱ ℓ-almost packs into a graph G if there exist {R_i}_i∈[k] and {h_i}_i∈[k] such that {h_i,R_i}_i∈[k] is an ℓ-B_MATH_TERM I_MATH_TERM of ℱ into G.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I_MATH_TERM O O O O
typical,"\label{def:typical}
Let $i\in [c]$.
A pair $uv\in \binom{V}{2}$ is called \DEF{$i$-typical} if $(\load(u,v,\cU_i)-\mu(\cU_i))^2\le\sqrt{\alpha}n^2$, and \DEF{$i$-atypical}, otherwise.
%
An edge $uv\in E$ is called \DEF{typical}, if it is $i$-typical for each $i\in [c]$, and \DEF{atypical} otherwise.",/home/shufan/que_tex/tree-packing.tex,definition[],"
Let i∈ [c].
A pair uv∈V2 is called i-typical if ((u,v,_i)-μ(_i))^2≤√(α)n^2, and i-atypical, otherwise.

An edge uv∈ E is called typical, if it is i-typical for each i∈ [c], and atypical otherwise.",typical,"
Let i∈ [c].
A pair uv∈V2 is called i-B_MATH_TERM if ((u,v,_i)-μ(_i))^2≤√(α)n^2, and i-aB_MATH_TERM, otherwise.

An edge uv∈ E is called B_MATH_TERM, if it is i-B_MATH_TERM for each i∈ [c], and aB_MATH_TERM otherwise.",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"points;$t$-$(v,k,\lambda)$~design;$t$-design;blocks","
		\label{def:design}
		Let $P$ be a set with $v$ elements that are called \emph{points}. A \emph{$t$-$(v,k,\lambda)$~design}, or \emph{$t$-design}, in brief, is a collection of $k$-subsets, called \emph{blocks}, of $P$ such that every $t$-subset of $P$ is contained in exactly $\lambda$ blocks.
	",/home/shufan/que_tex/submission_Fq14Proceedings_arXiv.tex,definition + \emph{},"
		
		Let P be a set with v elements that are called points. A t-(v,k,λ) design, or t-design, in brief, is a collection of k-subsets, called blocks, of P such that every t-subset of P is contained in exactly λ blocks.
	","points;t-(v,k,λ) design;t-design;blocks","
		
		Let P be a set with v elements that are called B_MATH_TERM. A B_MATH_TERM, or B_MATH_TERM, in brief, is a collection of k-subsets, called B_MATH_TERM, of P such that every t-subset of P is contained in exactly λ blocks.
	",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
admissible;admissible,"[Kwon]
For a single column $C$, let $C(i)$ be the $i$th entry from the bottom and $\mathrm{ht}(C)$ its length.

Let $T$ and $U$ be two two-column skew semistandard tableaux with tails of length $\mu_T$ and $\mu_U$ such that $\mu_T\geq\mu_U>0$ and residuum $r_T\leq 1$ and $r_U\leq 1$, respectively. The pair  $(T,U)$ is \emph{admissible}, if the following conditions are met: 
\begin{align}
\mathrm{ht}(T^R) \leq \mathrm{ht}(U^L)-\mu_U+2r_Tr_U \tag{H}
\label{eq:H}
\end{align}
\begin{align}
 T^R(i)\leq  {^LU(i)} & \quad \text{ if }  r_T\cdot r_U=0\tag{A1}
\label{eq:A1}\\
T^{R^*}(i)\leq  {^LU(i)} & \quad \text{ if }  r_T\cdot r_U=1\nonumber
\end{align}
\begin{align}
{^RT}(i+\mu_T -\mu_U)\leq U^L(i) & \quad \text{ if } r_T\cdot r_U=0\tag{A2}
\label{eq:A2}\\
{^RT}(i+\mu_T -\mu_U)\leq U^{L^*}(i) & \quad \text{ if } r_T\cdot r_U=1\nonumber
\end{align}

Let $T$ be a two-column skew semistandard tableaux with tail of length $\mu_T>0$ and residuum $r_T\leq 1$. Let $S$ be a skew semistandard tableau of rectangular outer shape with first column $S^L$ and columns with lengths of the same parity. The pair $(T,S)$ is \emph{admissible}, if the following conditions are met:
\begin{align}
\mathrm{ht}(T^R) \leq \mathrm{ht}(S^L) & \quad \text{ if } S \text{ is even}\tag{H$'$}
\label{eq:H_}\\
\mathrm{ht}(T^R) \leq \mathrm{ht}(S^L)-1+2r_T & \quad \text{ otherwise }\nonumber
\end{align}
\begin{align}
 T^R(i)\leq  {S^L(i)} & \quad \text{ if $S$ is even or }  r_T=0 \tag{A1$'$}
\label{eq:A1_}\\
T^{R^*}(i)\leq  {S^L(i)} & \quad \text{ otherwise}\nonumber
\end{align}
\begin{align}
{^RT}(i+\mu_T-1)\leq S^L(i) & \quad \text{ if $S$ is odd and }  r_T=0\tag{A2$'$}
\label{eq:A2_}\\
{^RT}(i+\mu_T)\leq S^L(i) & \quad \text{ otherwise}\nonumber
\end{align}

%We abbreviate the condition $C_1(i)\leq C_2(i)$ by saying that $(C_1,C_2)$ are semistandard when shifted together such that they share the bottom line.
",/home/shufan/que_tex/1902.03843.tex,definition + \emph{},"[Kwon]
For a single column C, let C(i) be the ith entry from the bottom and ht(C) its length.

Let T and U be two two-column skew semistandard tableaux with tails of length μ_T and μ_U such that μ_T≥μ_U>0 and residuum r_T≤ 1 and r_U≤ 1, respectively. The pair  (T,U) is admissible, if the following conditions are met: 

    ht(T^R) ≤ht(U^L)-μ_U+2r_Tr_U H


    T^R(i)≤^LU(i)      if   r_T· r_U=0A1
    
    T^R^*(i)≤^LU(i)      if   r_T· r_U=1


    ^RT(i+μ_T -μ_U)≤ U^L(i)       if  r_T· r_U=0A2
    ^RT(i+μ_T -μ_U)≤ U^L^*(i)       if  r_T· r_U=1


Let T be a two-column skew semistandard tableaux with tail of length μ_T>0 and residuum r_T≤ 1. Let S be a skew semistandard tableau of rectangular outer shape with first column S^L and columns with lengths of the same parity. The pair (T,S) is admissible, if the following conditions are met:

    ht(T^R) ≤ht(S^L)       if  S  is evenH'
    ht(T^R) ≤ht(S^L)-1+2r_T       otherwise


    T^R(i)≤S^L(i)      if S is even or   r_T=0 A1'
    
    T^R^*(i)≤S^L(i)      otherwise


    ^RT(i+μ_T-1)≤ S^L(i)       if S is odd and   r_T=0A2'
    ^RT(i+μ_T)≤ S^L(i)       otherwise



",admissible;admissible,"[Kwon]
For a single column C, let C(i) be the ith entry from the bottom and ht(C) its length.

Let T and U be two two-column skew semistandard tableaux with tails of length μ_T and μ_U such that μ_T≥μ_U>0 and residuum r_T≤ 1 and r_U≤ 1, respectively. The pair  (T,U) is B_MATH_TERM, if the following conditions are met: 

    ht(T^R) ≤ht(U^L)-μ_U+2r_Tr_U H


    T^R(i)≤^LU(i)      if   r_T· r_U=0A1
    
    T^R^*(i)≤^LU(i)      if   r_T· r_U=1


    ^RT(i+μ_T -μ_U)≤ U^L(i)       if  r_T· r_U=0A2
    ^RT(i+μ_T -μ_U)≤ U^L^*(i)       if  r_T· r_U=1


Let T be a two-column skew semistandard tableaux with tail of length μ_T>0 and residuum r_T≤ 1. Let S be a skew semistandard tableau of rectangular outer shape with first column S^L and columns with lengths of the same parity. The pair (T,S) is B_MATH_TERM, if the following conditions are met:

    ht(T^R) ≤ht(S^L)       if  S  is evenH'
    ht(T^R) ≤ht(S^L)-1+2r_T       otherwise


    T^R(i)≤S^L(i)      if S is even or   r_T=0 A1'
    
    T^R^*(i)≤S^L(i)      otherwise


    ^RT(i+μ_T-1)≤ S^L(i)       if S is odd and   r_T=0A2'
    ^RT(i+μ_T)≤ S^L(i)       otherwise



",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
sw;sw,"\label{th1}
The generating function $\textit{sw}_k(x)$ for the number of smooth words of length $n$ over the alphabet $[k]$ is given by
$$\textit{sw}_k(x)=1+\frac{x(k-(3k+2)x)}{(1-3x)^2}+\frac{2x^2}{(1-3x)^2}\frac{1+U_{k-1}\left(\frac{1-x}{2x}\right)}{U_k\left(\frac{1-x}{2x}\right)}.$$
",/home/shufan/que_tex/0809.0551.tex,theorem + \textit{},"
The generating function sw_k(x) for the number of smooth words of length n over the alphabet [k] is given by

    sw_k(x)=1+x(k-(3k+2)x)/(1-3x)^2+2x^2/(1-3x)^21+U_k-1(1-x/2x)/U_k(1-x/2x).

",sw;sw,"
The generating function B_MATH_TERM_k(x) for the number of smooth words of length n over the alphabet [k] is given by

    B_MATH_TERM_k(x)=1+x(k-(3k+2)x)/(1-3x)^2+2x^2/(1-3x)^21+U_k-1(1-x/2x)/U_k(1-x/2x).

",O O O O O O O O O O O O O O O O O O O O O
sw;sw,"\label{th11}
The number of smooth words of length $n$ over the alphabet $[k]$ is given by
\begin{equation*}
\textit{sw}_{n,k}=\frac{1}{k+1}\sum_{j=1}^k(1+(-1)^{j+1})\cot^2\frac{j\pi}{2(k+1)}
\Big(1+2\cos\frac{j\pi}{k+1}\Big)^{n-1},
\end{equation*}
or alternatively as
\begin{equation*}
\textit{sw}_{n,k}=\frac{2}{k+1}\sum_{0\le j\le\frac{k-1}{2}}\cot^2\frac{(2j+1)\pi}{2(k+1)}
\Big(1+2\cos\frac{(2j+1)\pi}{k+1}\Big)^{n-1}.
\end{equation*}

",/home/shufan/que_tex/0809.0551.tex,theorem + \textit{},"
The number of smooth words of length n over the alphabet [k] is given by

    sw_n,k=1/k+1∑_j=1^k(1+(-1)^j+1)^2jπ/2(k+1)(1+2cosjπ/k+1)^n-1,

or alternatively as

    sw_n,k=2/k+1∑_0≤ j≤k-1/2^2(2j+1)π/2(k+1)(1+2cos(2j+1)π/k+1)^n-1.


",sw;sw,"
The number of smooth words of length n over the alphabet [k] is given by

    B_MATH_TERM_n,k=1/k+1∑_j=1^k(1+(-1)^j+1)^2jπ/2(k+1)(1+2cosjπ/k+1)^n-1,

or alternatively as

    B_MATH_TERM_n,k=2/k+1∑_0≤ j≤k-1/2^2(2j+1)π/2(k+1)(1+2cos(2j+1)π/k+1)^n-1.


",O O O O O O O O O O O O O O O O O O O O O
scw,"\label{th2}
The generating function for the number of smooth cyclic words of length $n$ over an alphabet of $k$ letters
is given by
$$\textit{scw}_k(x)=1+\frac{kx(1+3x)}{(1+x)(1-3x)}-\frac{2(k+1)x}{(1+x)(1-3x)}\frac{U_{k-1}\left(\frac{1-x}{2x}\right)}{U_k\left(\frac{1-x}{2x}\right)}.$$
",/home/shufan/que_tex/0809.0551.tex,theorem + \textit{},"
The generating function for the number of smooth cyclic words of length n over an alphabet of k letters
is given by

    scw_k(x)=1+kx(1+3x)/(1+x)(1-3x)-2(k+1)x/(1+x)(1-3x)U_k-1(1-x/2x)/U_k(1-x/2x).

",scw,"
The generating function for the number of smooth cyclic words of length n over an alphabet of k letters
is given by

    B_MATH_TERM_k(x)=1+kx(1+3x)/(1+x)(1-3x)-2(k+1)x/(1+x)(1-3x)U_k-1(1-x/2x)/U_k(1-x/2x).

",O O O O O O O O O O O O O O O O O O O O O O O
scw,"\label{th22}
The number of smooth cyclic words of length $n$ over the alphabet $[k]$ is given by
$$\textit{scw}_{n,k}=\sum\limits_{j=1}^k\left[1+2\cos\Bigl(\frac{j\pi}{k+1}\Bigr)\right]^n.$$
",/home/shufan/que_tex/0809.0551.tex,theorem + \textit{},"
The number of smooth cyclic words of length n over the alphabet [k] is given by

    scw_n,k=∑_j=1^k[1+2cos(jπ/k+1)]^n.

",scw,"
The number of smooth cyclic words of length n over the alphabet [k] is given by

    B_MATH_TERM_n,k=∑_j=1^k[1+2cos(jπ/k+1)]^n.

",O O O O O O O O O O O O O O O O O
sn;sn,"\label{th3}
Let $n\geq1$. The number $\textit{sn}_{n,k}$ of smooth necklaces of length $n$ over an alphabet of $k$ letters is given by
$$
\textit{sn}_{n,k}=\frac{1}{n}\sum\limits_{i=1}^k\sum_{j\mid n}\phi(j)\left[1+2\cos\Bigl(\frac{i\pi}{k+1}\Bigr)\right]^{n/j}
$$
where $\phi$ is Euler's totient function ($\phi(n)$ is the number of positive integers $\le n$ that are relatively prime to $n$), and we write $j\mid n$ if $j$ divides $n$.
",/home/shufan/que_tex/0809.0551.tex,theorem + \textit{},"
Let n≥1. The number sn_n,k of smooth necklaces of length n over an alphabet of k letters is given by

    sn_n,k=1/n∑_i=1^k∑_j| nϕ(j)[1+2cos(iπ/k+1)]^n/j

where ϕ is Euler's totient function (ϕ(n) is the number of positive integers ≤ n that are relatively prime to n), and we write j| n if j divides n.
",sn;sn,"
Let n≥1. The number B_MATH_TERM_n,k of smooth necklaces of length n over an alphabet of k letters is given by

    B_MATH_TERM_n,k=1/n∑_i=1^k∑_j| nϕ(j)[1+2cos(iπ/k+1)]^n/j

where ϕ is Euler's totient function (ϕ(n) is the number of positive integers ≤ n that are relatively prime to n), and we write j| n if j divides n.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
maximal,"
	\cite{antonov2008maximal}
	A set $M\in \mathfrak{M}(m,n)$ is \textit{maximal},
	if there is no set $M'\in \mathfrak{M}(m,n+1)$
	such that $M \subsetneq M'$.
",/home/shufan/que_tex/pps-linear-lower-bound.tex,definition + \textit{},"
	<cit.>
	A set M∈𝔐(m,n) is maximal,
	if there is no set M'∈𝔐(m,n+1)
	such that M ⊊ M'.
",maximal,"
	<cit.>
	A set M∈𝔐(m,n) is B_MATH_TERM,
	if there is no set M'∈𝔐(m,n+1)
	such that M ⊊ M'.
",O O O O O O O O O O O O O O O O O
prime,"
	\cite{noll1989nclusters}
	We will call an integral point set $M$ \textit{prime}, if the greatest common divisor
	of all the distances occuring in $M$ is 1.
",/home/shufan/que_tex/pps-linear-lower-bound.tex,definition + \textit{},"
	<cit.>
	We will call an integral point set M prime, if the greatest common divisor
	of all the distances occuring in M is 1.
",prime,"
	<cit.>
	We will call an integral point set M B_MATH_TERM, if the greatest common divisor
	of all the distances occuring in M is 1.
",O O O O O O O O O O O O O O O O O O O O O O O O
e.g.,"
  If $P$ is a $(3+1)$-free poset, then for each compatible listing $(X_1, X_2, \ldots, X_{r+s})$ of its clone sets and tangles, we can obtain a word in $\Sigma^*$ by replacing each clone set at level $i$ by the letter $c_i$ and each tangle straddling levels $\{i, i+1\}$ by the letter $t_{i\,i+1}$.
It can be seen that any two compatible listings for $P$ are related by a sequence of valid swaps, so the set of these words is an equivalence class under the commutation relations for $M$ (see, \textit{e.g.}, \cite[Chapter~1]{VCT}), and the corresponding element of $M$ is called the \emph{skeleton} of $P$.
",/home/shufan/que_tex/guay-paquet-morales-rowland.tex,definition + \textit{},"
  If P is a (3+1)-free poset, then for each compatible listing (X_1, X_2, …, X_r+s) of its clone sets and tangles, we can obtain a word in Σ^* by replacing each clone set at level i by the letter c_i and each tangle straddling levels {i, i+1} by the letter t_i i+1.
It can be seen that any two compatible listings for P are related by a sequence of valid swaps, so the set of these words is an equivalence class under the commutation relations for M (see, e.g., <cit.>), and the corresponding element of M is called the skeleton of P.
",e.g.,"
  If P is a (3+1)-free poset, then for each compatible listing (X_1, X_2, …, X_r+s) of its clone sets and tangles, we can obtain a word in Σ^* by replacing each clone set at level i by the letter c_i and each tangle straddling levels {i, i+1} by the letter t_i i+1.
It can be seen that any two compatible listings for P are related by a sequence of valid swaps, so the set of these words is an equivalence class under the commutation relations for M (see, B_MATH_TERM, <cit.>), and the corresponding element of M is called the skeleton of P.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$f$-graph-restrictive;$f$-graph-unrestrictive,"
\label{def:f-restrictive} 
Let $f\colon  \NN \to \RR$ be a function and let $L$ be a transitive permutation group. If, for every locally-$L$ pair $(\Gamma,G)$  and every arc $(u,v)$ of $\Gamma$, the inequality $|G_{uv}|\leq f(|V(\Gamma)|)$ holds, then $L$ is called \emph{$f$-graph-restrictive}. On the other hand, if, for every integer $n$, there exists a locally-$L$ pair  $(\Gamma,G)$ with $|\V(\Gamma)| \ge n$ and $|G_{uv}| \ge f(|\V(\Gamma)|)$, then $L$ is called \emph{$f$-graph-unrestrictive}.
",/home/shufan/que_tex/1207.5593.tex,definition + \emph{},"
 
Let f→ be a function and let L be a transitive permutation group. If, for every locally-L pair (Γ,G)  and every arc (u,v) of Γ, the inequality |G_uv|≤ f(|V(Γ)|) holds, then L is called f-graph-restrictive. On the other hand, if, for every integer n, there exists a locally-L pair  (Γ,G) with |(Γ)| ≥ n and |G_uv| ≥ f(|(Γ)|), then L is called f-graph-unrestrictive.
",f-graph-restrictive;f-graph-unrestrictive,"
 
Let f→ be a function and let L be a transitive permutation group. If, for every locally-L pair (Γ,G)  and every arc (u,v) of Γ, the inequality |G_uv|≤ f(|V(Γ)|) holds, then L is called B_MATH_TERM. On the other hand, if, for every integer n, there exists a locally-L pair  (Γ,G) with |(Γ)| ≥ n and |G_uv| ≥ f(|(Γ)|), then L is called B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
$V$-free;$V$-shape;$N$-free;$N$-shape,"
	A poset $P$ is \emph{$V$-free}, if there are no $p_1,p_2,p_3 \in P$ such that $p_1 < p_2,p_3$ and $p_2 \nsim p_3$. If there are $(p_1,p_2,p_3)$ violating that condition, we say that they form a \emph{$V$-shape}. 
	
	A poset $P$ is \emph{$N$-free}, if there are no $p_1,p_2,p_3,p_4 \in P$ such that $p_1 > p_3$,  $p_1 > p_4$, $p_2 > p_4$,  $p_1 \nsim p_2$, $p_2 \nsim  p_3$ and $p_3 \nsim p_4$. If there are $(p_1,p_2,p_3,p_4)$ violating that condition, we say that they form an \emph{$N$-shape}.
",/home/shufan/que_tex/main_3.tex,definition + \emph{},"
	A poset P is V-free, if there are no p_1,p_2,p_3 ∈ P such that p_1 < p_2,p_3 and p_2  p_3. If there are (p_1,p_2,p_3) violating that condition, we say that they form a V-shape. 
	
	A poset P is N-free, if there are no p_1,p_2,p_3,p_4 ∈ P such that p_1 > p_3,  p_1 > p_4, p_2 > p_4,  p_1  p_2, p_2   p_3 and p_3  p_4. If there are (p_1,p_2,p_3,p_4) violating that condition, we say that they form an N-shape.
",V-free;V-shape;N-free;N-shape,"
	A poset P is B_MATH_TERM, if there are no p_1,p_2,p_3 ∈ P such that p_1 < p_2,p_3 and p_2  p_3. If there are (p_1,p_2,p_3) violating that condition, we say that they form a B_MATH_TERM. 
	
	A poset P is B_MATH_TERM, if there are no p_1,p_2,p_3,p_4 ∈ P such that p_1 > p_3,  p_1 > p_4, p_2 > p_4,  p_1  p_2, p_2   p_3 and p_3  p_4. If there are (p_1,p_2,p_3,p_4) violating that condition, we say that they form an B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"$(l,m)$-protected","
Let $T$ be a SYT in which all elements contained in its surplus are larger than all elements contained in the first row and first column of its protected area. 
If $T$ has a protected area of size $m$ of which $l$ elements are contained in the first row it is called \emph{$(l,m)$-protected}.
",/home/shufan/que_tex/BonaBruner_LogConcavityUlamDistance.tex,definition + \emph{},"
Let T be a SYT in which all elements contained in its surplus are larger than all elements contained in the first row and first column of its protected area. 
If T has a protected area of size m of which l elements are contained in the first row it is called (l,m)-protected.
","(l,m)-protected","
Let T be a SYT in which all elements contained in its surplus are larger than all elements contained in the first row and first column of its protected area. 
If T has a protected area of size m of which l elements are contained in the first row it is called B_MATH_TERM.
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
hereditary,"
Let $\mathcal{C}$ be a class of graphs such that $G - x$ is in $\mathcal{C}$ whenever $G \in \mathcal{C}$ and $x$ is a vertex of $G$.  We call such a class \emph{hereditary}.  
",/home/shufan/que_tex/pd2.tex,definition + \emph{},"
Let 𝒞 be a class of graphs such that G - x is in 𝒞 whenever G ∈𝒞 and x is a vertex of G.  We call such a class hereditary.  
",hereditary,"
Let 𝒞 be a class of graphs such that G - x is in 𝒞 whenever G ∈𝒞 and x is a vertex of G.  We call such a class B_MATH_TERM.  
",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
admissible,"
A path $i=i_0,\ldots,i_r=j$ with $i<j$ in a simple graph on $[n]$ is called \textit{admissible}, if \begin{enumerate}[(i)]
\item $i_l \neq i_k$ for $k \neq l$
\item for each $k=1,\ldots,r-1$ one has either $i_k<i$ or $i_k>j$
\item for any proper subset $\{j_1,\ldots,j_s\}$ of $\{i_1,\ldots,i_{r-1}\}$, the sequence $i,j_1,\ldots,j_s,j$ is not a path.
\end{enumerate}
",/home/shufan/que_tex/1412.3542.tex,definition + \textit{},"
A path i=i_0,…,i_r=j with i<j in a simple graph on [n] is called admissible, if 

  * i_l ≠ i_k for k ≠ l

  * for each k=1,…,r-1 one has either i_k<i or i_k>j

  * for any proper subset {j_1,…,j_s} of {i_1,…,i_r-1}, the sequence i,j_1,…,j_s,j is not a path.

",admissible,"
A path i=i_0,…,i_r=j with i<j in a simple graph on [n] is called B_MATH_TERM, if 

  * i_l ≠ i_k for k ≠ l

  * for each k=1,…,r-1 one has either i_k<i or i_k>j

  * for any proper subset {j_1,…,j_s} of {i_1,…,i_r-1}, the sequence i,j_1,…,j_s,j is not a path.

",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
